Peak,ETH,Latitude,Longitude,TrueElevation,ObservedElevation,300,500,700,900,1100,1300,1500,1700,1900,2100,2300,2500,2700,2900,3100,3300
Mount Everest / Sagarmatha / Chomolungma / Zhumulangma,663.9431868187614,27.9881,86.925,8848.0,8802,0.4157040230313173,0.42787776252552245,0.4297449795513817,0.4288902719256451,0.368952242403068,0.36706788918713545,0.36297146446798767,0.3366107377117183,0.32222230838444293,0.3161634222946483,0.2842923451774585,0.23296729581605344
K2 / Qogir / Godwin Austen,1073.9427516107548,35.88138889,76.51333333,8611.0,8546,0.5416792987199277,0.5414501957892783,0.5417342275189472,0.5276225219405459,0.5135901765933742,0.5165094577987733,0.51877264286545,0.5223051845697388,0.518084817270671,0.5114013102908357,0.43655723133588353,0.3517383669104518
Kangchenjunga,617.3370189549473,27.70333333,88.1475,8586.0,8552,0.614360184415732,0.5011595247497175,0.4005684596943786,0.35080983009390876,0.3265801717195199,0.3273767443579109,0.3298292074246511,0.333049529235286,0.3249142205026039,0.2877829711557247,0.26643777304759086
Lhotse,508.81674459492115,27.96166667,86.93305556,8516.0,8447,0.48597524144355086,0.4301934265221412,0.26121609601875384,0.27781709080689504,0.2877200910094145,0.27539489638619596,0.26960706742608753,0.2693564665332425,0.26779828662890587,0.2074322348656784
Makalu,626.8663902302424,27.88972222,87.08888889,8485.0,8252,0.3447604303444981,0.3457689002565301,0.3471552919670194,0.32452191543734465,0.2953782473909174,0.29631275995644657,0.3086699936317511,0.3129226545052331,0.31511227908780476,0.298507804871544
Cho Oyu,420.6411495764845,28.09416667,86.66083333,8188.0,8174,0.34731144885539783,0.37979779481683684,0.33159258047670553,0.3330975773688857,0.32091253715430706,0.2828495151687527,0.28042743305098966,0.2386039553456905
Dhaulagiri I,926.6217880732846,28.69666667,83.49305556,8167.0,8146,0.3357317741636032,0.35406788932836214,0.38455190669603506,0.41013769481057805,0.42755668074401076,0.4346133105883906,0.4405767750904571,0.4442211615556306,0.44662627576139746,0.4412484705110879,0.3644114955164965,0.34133213500801735,0.33030036989237843
Manaslu,560.8969955386985,28.55,84.55972222,8163.0,7942,0.3812122650676727,0.3924316783938969,0.40843203865387767,0.41310299336717576,0.4190607989871365,0.3265190679134698,0.3143713378313183,0.2963970133118041,0.29520894502036765,0.2187414007308201,0.2157609728558363,0.2031023859591187,0.19670733265352786
Nanga Parbat,806.2175345516381,35.23722222,74.58916667,8126.0,8066,0.3744971067545945,0.3181964738085223,0.30340699061557885,0.3263798010478733,0.34451992605061876,0.34463340160016964,0.3419208367006925,0.34359013945029415,0.33548621971713805,0.308396834341286,0.3001030202416718,0.2967231734903329,0.2926689408888022,0.27800604639711657,0.21801799016242152
Annapurna I,415.2968812963036,28.59555556,83.82027778,8091.0,7900,0.28194028086014705,0.3192030700055306,0.3104005042145932,0.29527157915668945,0.29902612484798463,0.24499498584511323,0.2397229778244517,0.21521225457375437,0.20055393003456334,0.19776041966490646
Gasherbrum I / Hidden Peak / K5,439.1744918951431,35.72444444,76.69638889,8080.0,7991,0.39576827154217514,0.409953068302548,0.41017305489845074,0.4072070213374339,0.3853857031098254,0.3081527875006919,0.29278299459676205,0.22918546934847112,0.1941225307014421
Broad Peak / K3,672.3806439863929,35.81055556,76.56833333,8051.0,7999,0.56027601370544,0.4625394565252214,0.44223877103561915,0.4250972102284231,0.42783204663581165,0.4321383377842815,0.4130862923117423,0.39551802587434876,0.1952651144510131
Gasherbrum II / K4,463.21804124698957,35.75777778,76.65333333,8035.0,7968,0.4826157006308174,0.37779098061850347,0.3909003145412041,0.34351117269341636,0.34622358247371715,0.356321570189992,0.23597329042736453,0.22119072058637543
Shishapangma,430.34935838693434,28.35333333,85.77861111,8027.0,7945,0.29480318981509945,0.33269714532106703,0.3050578140636839,0.2949783177384889,0.2874859800639172,0.2683774593123933,0.2513768224204191,0.24026737474233514,0.2264996623089128
Gyachung Kang,412.10948380639854,28.09805556,86.745,7952.0,7936,0.36668960636838177,0.4124540597031971,0.44800673109675176,0.45789942645155396,0.2369103823484711,0.24079144784693518,0.2029981805956671
Annapurna II,630.3950867536392,28.53472222,84.12194444,7937.0,7921,0.3864292545711523,0.4031321857338741,0.3434018910944731,0.33011423663687867,0.31891136856849417,0.3124644788287615,0.273120124836057,0.26690991455309176,0.26806419053185243,0.26924215772587834,0.27408482032766923
Gasherbrum IV,429.1609915328693,35.76055556,76.61611111,7932.0,7796,0.48011550801336955,0.5144038761121421,0.2864306299870846,0.29797958648243345,0.3145009626111609,0.33012383964066866,0.20476860962369298
Himalchuli,481.5421701454208,28.43666667,84.63972222,7893.0,7769,0.337160793718658,0.3560032656405108,0.29589678461935104,0.3067390929397883,0.3099983545854335,0.31260994886674415,0.3109400259290616,0.28326010008554164,0.2016850194363512,0.20036842367044186
Distaghil Sar,365.86498689786885,36.32583333,75.18777778,7884.0,7846,0.3652445537457382,0.35808001725187893,0.37244187947730156,0.3368015731187718,0.33260453354351716,0.25383393870784376,0.22079226596798707,0.2077627332389524
Ngadi Chuli,0,28.50333333,84.56666667,7871.0,7247,
